interpro_id,keywords
IPR031824,"ligase rnf220,rnf220,middle domain,middle,e3 ubiquitin,protein ligase,ubiquitin protein,e3,ubiquitin,ligase"
IPR031825,"phytopathogen effector,phytopathogen,rxlr phytopathogen,rxlr,effector protein,effector"
IPR031826,ic97casc1
IPR031827,
IPR031828,myofilin
IPR031829,"protein nlef,nlef,effector protein,effector"
IPR031830,
IPR031831,"terminal coiled,cgmp dependent,cgmp,dependent protein,coil domain,coiled coil,coiled,coil,protein kinase,kinase"
IPR031832,
IPR031833,
IPR031834,"antitoxin rnlblsob,rnlblsob,antitoxin"
IPR031835,"antiactivator protein,exsd,protein exsd,antiactivator"
IPR031836,"late transcription,transcription coactivator,coactivator,late"
IPR031837,
IPR031838,"protein dre2,dre2,s cluster,fe s,fe,cluster assembly,assembly protein,cluster,assembly"
IPR031839,
IPR031840,"lethal 1,protein male,specific lethal,male specific,lethal,male,dimerisation domain,dimerisation,specific"
IPR031841,"dl endopeptidase,inhibitor isea,isea,dl,endopeptidase inhibitor,inhibitor,endopeptidase"
IPR031843,"gagarin,yuri,yuri gagarin"
IPR031844,"membrane localisation,gated hydrogen,terminal membrane,hydrogen channel,localisation domain,channel 1,localisation,hydrogen,voltage gated,voltage,gated,channel"
IPR031845,"terminal repeated,rnase rnlalsoa,rnlalsoa,repeated domain,repeated,bacterial toxin,rnase,toxin,bacterial"
IPR031846,"channel activity,gated,channel,voltage gated,proton,gated proton,voltage,proton channel,monoatomic,transmembrane transport,transporter activity,proton transmembrane,transmembrane transporter,monoatomic cation,monoatomic ion,cation transmembrane,inorganic,gated monoatomic,ion transmembrane,gated channel,cation channel,hydrogen channel,gated hydrogen,channel 1,ion channel,inorganic cation,plasma membrane,plasma,hydrogen,inorganic ion,passive,passive transmembrane,cation transport,inorganic molecular,entity transmembrane,molecular entity,cell periphery,periphery,ion transport"
IPR031847,"1 4zasp,4zasp,4zasp like,and lim,pdz and,lim domain,pdz,lim,domain protein,middle domain,middle,protein 1,and"
IPR031848,"sequestering activity,sequestering,cell growth,toxin sequestering,growth,prlf,prlf antitoxin,molecular sequestering,toxin,binding transcription,component organization,of cell,organization,factor activity,transcription factor,of growth,antitoxin,transcription regulator,regulator activity,or biogenesis,organization or,biogenesis"
IPR031849,
IPR031850,"fungal kinase,associated 1,kinase associated,1 domain,fungal,kinase"
IPR031851,
IPR031852,"microtubule binding,microtubule,vik1cik1,protein vik1cik1,body associated,pole body,spindle pole,pole,protein binding,spindle,tubulin binding,body,tubulin,cytoskeletal protein,cytoskeletal,associated protein"
IPR031853,
IPR031854,
IPR031855,
IPR031856,"antitoxin ydas,ydas,ydas like,bacterial antitoxin,antitoxin,bacterial"
IPR031857,"integrase ssv1,ssv1,integrase"
IPR031858,
IPR031860,
IPR031861,"terminal barrel,plate attachment,base plate,tail base,plate,attachment protein,phage tail,attachment,barrel domain,base,barrel,tail,phage"
IPR031862,"cx40,protein cx40,alpha 5,5 protein,junction alpha,gap junction,gap,junction,alpha"
IPR031863,
IPR031864,
IPR031865,
IPR031866,
IPR031867,"mittfe,mittfe transcription,transcription factors,factors"
IPR031868,"loader small,gp62,subunit gp62,dna replication,replication,clamp loader,loader,sliding,sliding clamp,clamp,small subunit,dna metabolic"
IPR031869,"ysco,ysco like,like protein"
IPR031870,"atf7,atf7 interacting,interacting protein,interacting,protein binding"
IPR031872,"ndc10,domain 2"
IPR031874,"adult cuticle,adult,cuticle protein,cuticle,protein 1"
IPR031875,"dependent nuclease,enhancement,recombination enhancement,reca dependent,reca,recombination,nuclease"
IPR031876,
IPR031877,"protein smbp,smbp,metal binding,binding protein,cation binding"
IPR031878,"neuron,morphogenesis,projection morphogenesis,guidance,projection,axon,neuron projection,development,axon guidance,cell projection,neuron differentiation,differentiation,cell morphogenesis,bounded cell,projection organization,system development,organization,commissureless,projection guidance,developmental process,developmental,in neuron,morphogenesis involved,axonogenesis,entity morphogenesis,axon development,multicellular,projection development,neuron development,plasma membrane,plasma,of neurons,neurons,neurogenesis,component organization,cell development,structure morphogenesis,nervous system,nervous,cell differentiation,cellular developmental,organism development,multicellular organism,structure development,generation of,generation,organismal,multicellular organismal,organismal process,organism,involved in,involved,organization or,or biogenesis,biogenesis"
IPR031879,"mhf binding,group m,mhf,anemia group,m protein,fanconi anemia,anemia,fanconi"
IPR031881,
IPR031882,
IPR031883,
IPR031884,"exchange factor,nucleotide exchange,exchange,factor sil1,sil1,endoplasmic,endoplasmic reticulum,reticulum,adenyl nucleotide,adenyl,nucleotide binding,factor activity,atpase regulator,regulator activity,fungi,endomembrane,endomembrane system,atpase,function regulator,function,phosphate binding,purine nucleotide,cytoplasm,heterocyclic,heterocyclic compound,purine,molecule binding"
IPR031885,
IPR031886,
IPR031887,"centrosome,microtubule,centrosome cycle,cytoskeleton,microtubule organizing,organizing,organizing center,cycle,organization,center,microtubule cytoskeleton,cytoskeleton organization,colon cancer,serologically,defined,defined colon,serologically defined,antigen 8,colon,cancer antigen,cell cycle,cancer,center organization,non membrane,non,component organization,microtubule based,based process,antigen,cycle process,based,organelle organization,intracellular non,or biogenesis,organization or,biogenesis"
IPR031888,
IPR031889,"synthetase binding,aimp2,lysyl trna,lysyl,trna synthetase,synthetase,trna"
IPR031890,"ubiquitin,protein ligase,ubiquitin protein,ligase activity,protein transferase,3040,protein 3040,ligase,ubiquitin like,like protein,box only,only protein,only,f box,aminoacyltransferase activity,aminoacyltransferase,box,acyltransferase activity,acyltransferase,a protein"
IPR031891,"dmp12,protein dmp12,mimic protein,dna mimic,mimic"
IPR031892,"anchored ion,channel rexb,abi component,rexb,membrane anchored,abi,anchored,ion channel,channel"
IPR031893,"chaperone like,tail assembly,assembly chaperone,phage tail,tail,phage,chaperone,assembly"
IPR031894,"intracellular sensor,of lambda,phage rexa,rexa,sensor of,abi component,lambda phage,abi,lambda,sensor,phage"
IPR031895,"regulator copg,rhh transcriptional,rhh,copg,transcriptional regulator,transcriptional"
IPR031896,"inpp5b,ph domain,ph"
IPR031897,"mannosylation,o linked,mannosyltransferase,glycosylation,linked mannosylation,mannose protein,protein mannosyltransferase,protein o,mannosyltransferase activity,phosphate mannose,dolichyl phosphate,mannose,dolichyl,linked,dolp mannose,dolp,mannose mannosyltransferase,agls,mannosyltransferase agls,protein mannosylation,glycoprotein,linked glycosylation,modification,macromolecule glycosylation,protein glycosylation,glycoprotein biosynthetic,glycoprotein metabolic,hexosyltransferase activity,hexosyltransferase,glycosyltransferase activity,glycosyltransferase,derivative biosynthetic,derivative metabolic,protein modification,modification process,macromolecule modification,a protein"
IPR031898,"exoenzyme,lytic exoenzyme,target recognition,recognition domain,target,lytic,recognition"
IPR031899,"distal tail,distal,tail protein,tail"
IPR031900,"phage single,lactococcus phage,lactococcus,single stranded,stranded dna,phage,single,stranded,binding protein"
IPR031901,"pathway via,stat,development via,syncytial blastoderm,syncytial,the syncytial,blastoderm,jak stat,via jak,jak,development,via the,via,embryo development,embryo,embryonic development,embryonic,receptor signaling,signaling pathway,pathway,unpaired,unpaired protein,in birth,or egg,egg hatching,birth,birth or,via stat,ending,ending in,hatching,development ending,multicellular,the,egg,surface receptor,organism development,cell surface,multicellular organism,structure development,surface,developmental process,developmental,organismal,multicellular organismal,organismal process,organism,signal transduction,transduction,cell communication,communication,signal"
IPR031902,"rap1 binding,rap1,repeat binding,telomeric repeat,telomeric,binding factor,factor 2,repeat"
IPR031903,
IPR031904,"terminal catenin,catenin binding,catenin,cadherin"
IPR031905,flotillin
IPR031906,"of ty1,ty1,ty1 transposition,107,protein 107,transposition protein,brct domain,brct,transposition,regulator of"
IPR031907,"mcm3ap domain,mcm3ap,associated nuclear,centre associated,germinal centre,germinal,centre,nuclear protein,nuclear"
IPR031908,"nucleoporin homology,associated nuclear,germinal centre,centre associated,germinal,nucleoporin,centre,homology domain,homology,nuclear protein,nuclear"
IPR031909,"sensor,biosynthesis sensor,protein kinb,alginate biosynthesis,kinb,sensor protein,alginate,sensor domain,biosynthesis"
IPR031910,"associated nuclear,centre associated,germinal centre,germinal,cid domain,cid,centre,nuclear protein,nuclear"
IPR031911,"pesticin immunity,pesticin,immunity protein,immunity"
IPR031912,"sharpin,ph domain,ph"
IPR031913,spidroin
IPR031914,"xacb0070,helix,ribbon helix,helix helix,ribbon,helix domain"
IPR031915,"cryptic loci,loci,loci regulator,regulator 2,cryptic"
IPR031916,"ligase 3,brct domain,brct,dna ligase,ligase"
IPR031917,"pilus assembly,pilus,assembly protein,assembly"
IPR031918,"glycoprotein ul141,herpesvirus membrane,ul141,membrane glycoprotein,herpesvirus,glycoprotein"
IPR031919,"l fucosidase,fucosidase,alpha l,alpha"
IPR031920,"and localiser,localiser,localiser of,of brca2,partner and,wd40 domain,brca2,partner,wd40,and"
IPR031922,"lysozyme activity,lysozyme,pesticin,glycosyl,muralytic activity,peptidoglycan muralytic,muralytic,peptidoglycan,hydrolyzing o,o glycosyl,glycosyl compounds,glycosyl bonds,on glycosyl,hydrolyzing,compounds"
IPR031923,"alpha inducing,helicobacter tnf,tnf alpha,helicobacter,inducing protein,tnf,inducing,alpha"
IPR031924,"family 115,115,glycosyl hydrolase,hydrolase family,glycosyl"
IPR031925,"tubulin,tubulin binding,chaperone c,tubulin specific,specific chaperone,protein binding,cytoskeletal protein,chaperone,cytoskeletal,specific"
IPR031926,"protein 135,135,transmembrane protein"
IPR031927,
IPR031928,"sigma,d factor,rsda,factor rsda,sigma d,binding region,anti sigma,factor binding,sigma factor,anti,region"
IPR031929,"bacterial collagen,collagen like,collagen,middle domain,middle,bacterial,like protein"
IPR031930,"component histidine,two component,sensor domain,histidine kinase,sensor,two,histidine,kinase"
IPR031931,
IPR031932,"arterivirus nonstructural,7 alpha,arterivirus,nonstructural protein,nonstructural,protein 7,alpha"
IPR031933,"upf0767,upf0767 family"
IPR031934,
IPR031935,
IPR031936,
IPR031937,"interacting serinearginine,pnn,pnn interacting,serinearginine rich,serinearginine,rich protein,interacting,rich"
IPR031938,"lgn,inscuteable homologue,protein inscuteable,lgn binding,inscuteable,homologue"
IPR031939,"adhesin protein,surface adhesin,e like,protein e,adhesin,surface"
IPR031940,
IPR031941,
IPR031942,
IPR031943,carmil
IPR031944,"biogenesis gtpase,gtpase rsga,rsga,ribosome biogenesis,gtpase,ribosome,biogenesis"
IPR031945,
IPR031946,"kiaa1045,ring finger,ring,finger"
IPR031947,"headcase,middle domain,middle"
IPR031948,"periplasmic lysozyme,lysozyme inhibitor,i type,lysozyme,periplasmic,inhibitor"
IPR031949,
IPR031950,"116kda u5,u5 small,ribonucleoprotein component,116kda,u5,small nuclear,nuclear ribonucleoprotein,ribonucleoprotein,nuclear"
IPR031951,"receptor d,17 receptor,interleukin 17,17,interleukin"
IPR031952,"kh like,like rna,kh,rna binding"
IPR031953,"decapping enzyme,mrna decapping,decapping,mrna,enzyme"
IPR031957,
IPR031958,
IPR031959,
IPR031961,
IPR031962,
IPR031963,"subunit sap130,sap130,deacetylase complex,histone deacetylase,deacetylase,histone,complex subunit"
IPR031964,"caspase recruitment,recruitment domain,recruitment,caspase"
IPR031965,"module 26,starch binding,starch,binding module,26,module"
IPR031966,"mrg binding,mrg,phd finger,protein 12,phd,finger protein,12,finger"
IPR031967,"cache like,phor,single cache,cache,single"
IPR031968,"vast,vast domain"
IPR031970,anillin
IPR031971,"myosin x,unconventional myosin,unconventional,myosin,coil domain,coiled,coiled coil,coil"
IPR031972,"cysteineserine,cysteineserine rich,rich nuclear,rich,nuclear protein,nuclear"
IPR031973,"deltamethrin,deltamethrin resistance,prag01,protein prag01,resistance protein,resistance"
IPR031974,"death protein,protein 7,programmed cell,programmed,cell death,death"
IPR031975,
IPR031976,"rhomboid protease,rhomboid,protease"
IPR031977,
IPR031978,
IPR031979,duf4785
IPR031981,"eating,eating protein,mitochondria eating,mitochondria"
IPR031982,"pilus,iv pilus,pilus assembly,type iv,iv,assembly,cell projection,projection,organization,pile,pilus non,pilin pile,pile like,minor pilin,core minor,non core,pilus organization,minor,pilin,component organization,biogenesis,projection assembly,projection organization,core,component assembly,component biogenesis,non,or biogenesis,organization or"
IPR031983,
IPR031984,"3 member,member 2,carrier family,solute carrier,family 3,solute,carrier,member"
IPR031985,
IPR031986,"gd,protease gd,serine protease,protease,serine"
IPR031987,"acidalanine,acidalanine rich,glutamic acidalanine,trypanosoma glutamic,trypanosoma,glutamic,rich protein,rich"
IPR031988,"helicase binding,terminal helicase,primase dnag,dnag,dna primase,primase,helicase"
IPR031989,
IPR031990,
IPR031991,"protein rev1,rev1,repair protein,dna repair,repair"
IPR031992,
IPR031993,
IPR031994,"and microtubule,kinase and,microtubule interacting,janus kinase,janus,interacting protein,microtubule,interacting,kinase,and"
IPR031995,"polyphosphate 5,clathrin binding,inositol polyphosphate,5 phosphatase,polyphosphate,clathrin,inositol,phosphatase"
IPR031996,"nucleolin binding,nvl2,nucleolin"
IPR031997,"myoviridae tail,sheath stabiliser,stabiliser,myoviridae,tail sheath,sheath,tail"
IPR031998,
IPR031999,"staphylococcus,island protein,protein gp6,pathogenicity island,gp6,island,pathogenicity"
IPR032000,"i chain,albumin i,chain a,albumin,chain"
IPR032001,"chromatin binding,chromatin,sawadee domain,sawadee,complex binding"
IPR032002,"for spn,spn,immunity factor,factor for,immunity,for"
IPR032003,"complex head,ribosome associated,head domain,associated complex,head,ribosome"
IPR032004,
IPR032005,"tyrosyl trna,tyrosyl,rna binding,trna synthetase,synthetase,trna"
